home,away,home_slug,away_slug,home_goals,away_goals,result,date,season,club_goals_home,club_tacklesWon_home,club_blocks_home,club_totalPasses_home,tps_p_goals_home,tps_p_assists_home,tps_p_totalPasses_home,tps_p_cleanSheets_home,ply_sum_rank_home,ply_sum_value_home,ply_mean_rank_home,ply_mean_value_home,mv_Rank_home,mv_ValueAug1EUR_home,mv_CurrentValueEUR_home,mv_ChangePct_home,mv_Arrivals_home,mv_Departures_home,mvply_sum_home,mvply_mean_home,mvply_count_home,mgr_TenureDays_home,prev_rank_home,prev_pts_home,trf_arrivals_home,trf_spend_in_home,trf_departures_home,trf_spend_out_home,trf_net_spend_home,club_goals_away,club_tacklesWon_away,club_blocks_away,club_totalPasses_away,tps_p_goals_away,tps_p_assists_away,tps_p_totalPasses_away,tps_p_cleanSheets_away,ply_sum_rank_away,ply_sum_value_away,ply_mean_rank_away,ply_mean_value_away,mv_Rank_away,mv_ValueAug1EUR_away,mv_CurrentValueEUR_away,mv_ChangePct_away,mv_Arrivals_away,mv_Departures_away,mvply_sum_away,mvply_mean_away,mvply_count_away,mgr_TenureDays_away,prev_rank_away,prev_pts_away,trf_arrivals_away,trf_spend_in_away,trf_departures_away,trf_spend_out_away,trf_net_spend_away,y3,goal_diff
Aston Villa,Southampton,aston villa,southampton,1.0,0.0,H,2024-12-07,2024-2025,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,1.0
Brentford,Newcastle,brentford,newcastle,4.0,2.0,H,2024-12-07,2024-2025,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Crystal Palace,Man City,crystal palace,manchester city,2.0,2.0,D,2024-12-07,2024-2025,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,1.0,0.0
Man United,Nott'm Forest,man united,nott m forest,2.0,3.0,A,2024-12-07,2024-2025,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Fulham,Arsenal,fulham,arsenal,1.0,1.0,D,2024-12-08,2024-2025,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,1.0,0.0
Ipswich,Bournemouth,ipswich,bournemouth,1.0,2.0,A,2024-12-08,2024-2025,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,2.0,-1.0
Leicester,Brighton,leicester,brighton,2.0,2.0,D,2024-12-08,2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Tottenham,Chelsea,tottenham,chelsea,3.0,4.0,A,2024-12-08,2024-2025,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,2.0,-1.0
West Ham,Wolves,west ham,wolverhampton wanderers,2.0,1.0,H,2024-12-09,2024-2025,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,1.0
Arsenal,Everton,arsenal,everton,0.0,0.0,D,2024-12-14,2024-2025,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,1.0,0.0
Liverpool,Fulham,liverpool,fulham,2.0,2.0,D,2024-12-14,2024-2025,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,1.0,0.0
Newcastle,Leicester,newcastle,leicester,4.0,0.0,H,2024-12-14,2024-2025,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
Wolves,Ipswich,wolverhampton wanderers,ipswich,1.0,2.0,A,2024-12-14,2024-2025,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,2.0,-1.0
Nott'm Forest,Aston Villa,nott m forest,aston villa,2.0,1.0,H,2024-12-14,2024-2025,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,1.0
Brighton,Crystal Palace,brighton,crystal palace,1.0,3.0,A,2024-12-15,2024-2025,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,2.0,-2.0
Man City,Man United,manchester city,man united,1.0,2.0,A,2024-12-15,2024-2025,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Chelsea,Brentford,chelsea,brentford,2.0,1.0,H,2024-12-15,2024-2025,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,0.0,1.0
Southampton,Tottenham,southampton,tottenham,0.0,5.0,A,2024-12-15,2024-2025,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-5.0
Bournemouth,West Ham,bournemouth,west ham,1.0,1.0,D,2024-12-16,2024-2025,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Aston Villa,Man City,aston villa,manchester city,2.0,1.0,H,2024-12-21,2024-2025,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,1.0
Brentford,Nott'm Forest,brentford,nott m forest,0.0,2.0,A,2024-12-21,2024-2025,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Ipswich,Newcastle,ipswich,newcastle,0.0,4.0,A,2024-12-21,2024-2025,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-4.0
West Ham,Brighton,west ham,brighton,1.0,1.0,D,2024-12-21,2024-2025,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Crystal Palace,Arsenal,crystal palace,arsenal,1.0,5.0,A,2024-12-21,2024-2025,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,2.0,-4.0
Everton,Chelsea,everton,chelsea,0.0,0.0,D,2024-12-22,2024-2025,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,1.0,0.0
Fulham,Southampton,fulham,southampton,0.0,0.0,D,2024-12-22,2024-2025,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,1.0,0.0
Leicester,Wolves,leicester,wolverhampton wanderers,0.0,3.0,A,2024-12-22,2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,2.0,-3.0
Man United,Bournemouth,man united,bournemouth,0.0,3.0,A,2024-12-22,2024-2025,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,2.0,-3.0
Tottenham,Liverpool,tottenham,liverpool,3.0,6.0,A,2024-12-22,2024-2025,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,2.0,-3.0
Man City,Everton,manchester city,everton,1.0,1.0,D,2024-12-26,2024-2025,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,1.0,0.0
Bournemouth,Crystal Palace,bournemouth,crystal palace,0.0,0.0,D,2024-12-26,2024-2025,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,1.0,0.0
Chelsea,Fulham,chelsea,fulham,1.0,2.0,A,2024-12-26,2024-2025,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,2.0,-1.0
Newcastle,Aston Villa,newcastle,aston villa,3.0,0.0,H,2024-12-26,2024-2025,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,3.0
Nott'm Forest,Tottenham,nott m forest,tottenham,1.0,0.0,H,2024-12-26,2024-2025,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Southampton,West Ham,southampton,west ham,0.0,1.0,A,2024-12-26,2024-2025,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Wolves,Man United,wolverhampton wanderers,man united,2.0,0.0,H,2024-12-26,2024-2025,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Liverpool,Leicester,liverpool,leicester,3.0,1.0,H,2024-12-26,2024-2025,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
Brighton,Brentford,brighton,brentford,0.0,0.0,D,2024-12-27,2024-2025,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,1.0,0.0
Arsenal,Ipswich,arsenal,ipswich,1.0,0.0,H,2024-12-27,2024-2025,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,0.0,1.0
Leicester,Man City,leicester,manchester city,0.0,2.0,A,2024-12-29,2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,2.0,-2.0
Crystal Palace,Southampton,crystal palace,southampton,2.0,1.0,H,2024-12-29,2024-2025,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,1.0
Everton,Nott'm Forest,everton,nott m forest,0.0,2.0,A,2024-12-29,2024-2025,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Fulham,Bournemouth,fulham,bournemouth,2.0,2.0,D,2024-12-29,2024-2025,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,1.0,0.0
Tottenham,Wolves,tottenham,wolverhampton wanderers,2.0,2.0,D,2024-12-29,2024-2025,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,1.0,0.0
West Ham,Liverpool,west ham,liverpool,0.0,5.0,A,2024-12-29,2024-2025,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,2.0,-5.0
Aston Villa,Brighton,aston villa,brighton,2.0,2.0,D,2024-12-30,2024-2025,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Ipswich,Chelsea,ipswich,chelsea,2.0,0.0,H,2024-12-30,2024-2025,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,0.0,2.0
Man United,Newcastle,man united,newcastle,0.0,2.0,A,2024-12-30,2024-2025,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
Brentford,Arsenal,brentford,arsenal,1.0,3.0,A,2025-01-01,2024-2025,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,2.0,-2.0
Tottenham,Newcastle,tottenham,newcastle,1.0,2.0,A,2025-01-04,2024-2025,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,-1.0
Aston Villa,Leicester,aston villa,leicester,2.0,1.0,H,2025-01-04,2024-2025,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Bournemouth,Everton,bournemouth,everton,1.0,0.0,H,2025-01-04,2024-2025,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,1.0
Crystal Palace,Chelsea,crystal palace,chelsea,1.0,1.0,D,2025-01-04,2024-2025,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,1.0,0.0
Man City,West Ham,manchester city,west ham,4.0,1.0,H,2025-01-04,2024-2025,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
Southampton,Brentford,southampton,brentford,0.0,5.0,A,2025-01-04,2024-2025,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,2.0,-5.0
Brighton,Arsenal,brighton,arsenal,1.0,1.0,D,2025-01-04,2024-2025,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,1.0,0.0
Fulham,Ipswich,fulham,ipswich,2.0,2.0,D,2025-01-05,2024-2025,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,1.0,0.0
Liverpool,Man United,liverpool,man united,2.0,2.0,D,2025-01-05,2024-2025,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,0.0,31.0,0.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Wolves,Nott'm Forest,wolverhampton wanderers,nott m forest,0.0,3.0,A,2025-01-06,2024-2025,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-3.0
Brentford,Man City,brentford,manchester city,2.0,2.0,D,2025-01-14,2024-2025,0.0,28.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,12.0,386700000.0,392200000.0,1.4,15.0,12.0,,,,75.0,10.0,35.0,,,,,,5.0,0.0,0.0,1653.0,3.0,0.0,214.0,0.0,,,,,2.0,1320000000.0,1230000000.0,-6.8,16.0,16.0,1038000000.0,64875000.0,16.0,3358.0,3.0,43.0,,,,,,1.0,0.0
Chelsea,Bournemouth,chelsea,bournemouth,2.0,2.0,D,2025-01-14,2024-2025,7.0,0.0,10.0,1639.0,4.0,3.0,403.0,2.0,,,,,4.0,1170000000.0,1080000000.0,-7.4,26.0,23.0,675000000.0,61363636.36363637,11.0,464.0,4.0,41.0,,,,,,4.0,34.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,13.0,420450000.0,383000000.0,-8.9,20.0,18.0,40000000.0,40000000.0,1.0,802.0,11.0,32.0,,,,,,1.0,0.0
West Ham,Fulham,west ham,fulham,3.0,2.0,H,2025-01-14,2024-2025,0.0,0.0,0.0,1327.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,331600000.0,337500000.0,1.8,5.0,7.0,,,,1532.0,13.0,27.0,,,,,,0.0,1.0
Nott'm Forest,Liverpool,nott m forest,liverpool,1.0,1.0,D,2025-01-14,2024-2025,0.0,0.0,0.0,1472.0,2.0,0.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,30.0,13.0,1370.0,2.0,3.0,217.0,0.0,,,,,3.0,1040000000.0,1120000000.0,8.1,15.0,12.0,910000000.0,75833333.33333333,12.0,466.0,1.0,48.0,,,,,,1.0,0.0
Everton,Aston Villa,everton,aston villa,0.0,1.0,A,2025-01-15,2024-2025,5.0,31.0,18.0,0.0,2.0,4.0,0.0,0.0,,,,,15.0,340200000.0,368600000.0,8.3,18.0,18.0,50000000.0,50000000.0,1.0,242.0,8.0,37.0,,,,,,0.0,0.0,11.0,1428.0,0.0,0.0,0.0,1.0,,,,,9.0,565000000.0,547000000.0,-3.2,17.0,17.0,223000000.0,44600000.0,5.0,1040.0,6.0,38.0,,,,,,2.0,-1.0
Leicester,Crystal Palace,leicester,crystal palace,0.0,2.0,A,2025-01-15,2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,40.0,12.0,0.0,0.0,0.0,0.0,2.0,,,,,11.0,456200000.0,432200000.0,-5.3,16.0,13.0,90000000.0,45000000.0,2.0,568.0,5.0,38.0,,,,,,2.0,-2.0
Newcastle,Wolves,newcastle,wolverhampton wanderers,3.0,0.0,H,2025-01-15,2024-2025,,,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,13.0,0.0,,,,,,,,,17.0,319000000.0,327800000.0,2.8,13.0,19.0,40000000.0,40000000.0,1.0,265.0,14.0,26.0,,,,,,0.0,3.0
Arsenal,Tottenham,arsenal,tottenham,2.0,1.0,H,2025-01-15,2024-2025,6.0,0.0,14.0,1264.0,2.0,2.0,0.0,2.0,,,,,1.0,1320000000.0,1330000000.0,0.6,15.0,14.0,1150000000.0,67647058.8235294,17.0,2089.0,2.0,44.0,,,,,,5.0,33.0,10.0,1319.0,0.0,2.0,199.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
Ipswich,Brighton,ipswich,brighton,0.0,2.0,A,2025-01-16,2024-2025,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,0.0,30.0,0.0,0.0,0.0,0.0,441.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,-2.0
